content_key|is_list|locale|language|text
escala__beck_bdi2__item_16__answer_1|False||Español|I am more irritable than usual.
escala__beck_bdi2__item_16__answer_2|False||Español|I am much more irritable than usual.
escala__beck_bdi2__item_16__answer_3|False||Español|I am irritable all the time.
escala__beck_bdi2__item_17__answer_0|False||Español|I have not experienced any change in my appetite.
escala__beck_bdi2__item_17__answer_1|False||Español|My appetite is a little less than usual.
escala__beck_bdi2__item_17__answer_2|False||Español|My appetite is a little bigger than usual.
escala__beck_bdi2__item_17__answer_3|False||Español|My appetite is much lower than before.
escala__beck_bdi2__item_17__answer_4|False||Español|My appetite is much greater than usual
escala__beck_bdi2__item_17__answer_5|False||Español|I have no appetite at all.
escala__beck_bdi2__item_17__answer_6|False||Español|I want to eat all day.
escala__beck_bdi2__item_18__answer_0|False||Español|I can concentrate as well as ever.
escala__beck_bdi2__item_18__answer_1|False||Español|I can&#39;t concentrate as well as usual
escala__beck_bdi2__item_18__answer_2|False||Español|It&#39;s hard for me to keep my mind on something for long.
escala__beck_bdi2__item_18__answer_3|False||Español|I find that I can&#39;t focus on anything.
escala__beck_bdi2__item_19__answer_0|False||Español|I am no more tired or fatigued than usual.
escala__beck_bdi2__item_19__answer_1|False||Español|I get tired or tired more easily than usual.
escala__beck_bdi2__item_19__answer_2|False||Español|I am too fatigued or tired to do many of the things that I used to do
escala__beck_bdi2__item_19__answer_3|False||Español|I am too fatigued or tired to do most of the things I used to do
escala__beck_bdi2__item_16__answer_0|False||Español|I&#39;m not as irritable as usual.
common__patient_form__error__user_already_exists|False||Español|There is already a user with this email to which you want to change
escala__beck_bdi2__item_20__answer_0|False||Español|I have not noticed any recent change in my interest in sex.
escala__beck_bdi2__item_20__answer_1|False||Español|I am less interested in sex than I used to be.
escala__beck_bdi2__item_20__answer_2|False||Español|I am much less interested in sex.
escala__beck_bdi2__item_20__answer_3|False||Español|I have completely lost interest in sex.
escala__cape42__item_0__answer_0|False||Español|Never
escala__cape42__item_0__answer_1|False||Español|Sometimes
escala__cape42__item_0__answer_2|False||Español|Frequently
escala__cape42__item_0__answer_3|False||Español|Forever
escala__cape42__item_1__answer_0|False||Español|Never
escala__cape42__item_1__answer_1|False||Español|Sometimes
escala__cape42__item_1__answer_2|False||Español|Frequently
escala__cape42__item_1__answer_3|False||Español|Forever
escala__cape42__item_2__answer_0|False||Español|Never
escala__cape42__item_2__answer_1|False||Español|Sometimes
escala__cape42__item_2__answer_2|False||Español|Frequently
escala__cape42__item_2__answer_3|False||Español|Forever
escala__cape42__item_3__answer_0|False||Español|Never
escala__cape42__item_3__answer_1|False||Español|Sometimes
escala__cape42__item_3__answer_2|False||Español|Frequently
escala__cape42__item_3__answer_3|False||Español|Forever
escala__cape42__item_4__answer_0|False||Español|Never
escala__cape42__item_4__answer_1|False||Español|Sometimes
escala__cape42__item_4__answer_2|False||Español|Frequently
escala__cape42__item_4__answer_3|False||Español|Forever
escala__cape42__item_5__answer_0|False||Español|Never
escala__cape42__item_5__answer_1|False||Español|Sometimes
escala__cape42__item_5__answer_2|False||Español|Frequently
escala__cape42__item_5__answer_3|False||Español|Forever
escala__cape42__item_6__answer_0|False||Español|Never
escala__cape42__item_6__answer_1|False||Español|Sometimes
escala__cape42__item_6__answer_2|False||Español|Frequently
escala__cape42__item_6__answer_3|False||Español|Forever
escala__cape42__item_7__answer_0|False||Español|Never
escala__cape42__item_7__answer_1|False||Español|Sometimes
escala__cape42__item_7__answer_2|False||Español|Frequently
escala__cape42__item_7__answer_3|False||Español|Forever
escala__cape42__item_8__answer_0|False||Español|Never
escala__cape42__item_8__answer_1|False||Español|Sometimes
escala__cape42__item_8__answer_2|False||Español|Frequently
escala__cape42__item_8__answer_3|False||Español|Forever
escala__cape42__item_9__answer_0|False||Español|Never
escala__cape42__item_9__answer_1|False||Español|Sometimes
escala__cape42__item_9__answer_2|False||Español|Frequently
escala__cape42__item_9__answer_3|False||Español|Forever
escala__cape42__item_10__answer_0|False||Español|Never
escala__cape42__item_10__answer_1|False||Español|Sometimes
escala__cape42__item_10__answer_2|False||Español|Frequently
escala__cape42__item_10__answer_3|False||Español|Forever
escala__cape42__item_11__answer_0|False||Español|Never
escala__cape42__item_11__answer_1|False||Español|Sometimes
escala__cape42__item_11__answer_2|False||Español|Frequently
escala__cape42__item_11__answer_3|False||Español|Forever
escala__cape42__item_12__answer_0|False||Español|Never
escala__cape42__item_12__answer_1|False||Español|Sometimes
escala__cape42__item_12__answer_2|False||Español|Frequently
escala__cape42__item_12__answer_3|False||Español|Forever
escala__cape42__item_13__answer_0|False||Español|Never
escala__cape42__item_13__answer_1|False||Español|Sometimes
escala__cape42__item_13__answer_2|False||Español|Frequently
escala__cape42__item_13__answer_3|False||Español|Forever
escala__cape42__item_14__answer_0|False||Español|Never
escala__cape42__item_14__answer_1|False||Español|Sometimes
escala__cape42__item_14__answer_2|False||Español|Frequently
escala__cape42__item_14__answer_3|False||Español|Forever
escala__cape42__item_15__answer_0|False||Español|Never
escala__cape42__item_15__answer_1|False||Español|Sometimes
escala__cape42__item_15__answer_2|False||Español|Frequently
escala__cape42__item_15__answer_3|False||Español|Forever
escala__cape42__item_16__answer_0|False||Español|Never
escala__cape42__item_16__answer_1|False||Español|Sometimes
escala__cape42__item_16__answer_2|False||Español|Frequently
escala__cape42__item_16__answer_3|False||Español|Forever
escala__cape42__item_17__answer_0|False||Español|Never
escala__cape42__item_17__answer_1|False||Español|Sometimes
escala__cape42__item_17__answer_2|False||Español|Frequently
escala__cape42__item_17__answer_3|False||Español|Forever
escala__cape42__item_18__answer_0|False||Español|Never
escala__cape42__item_18__answer_1|False||Español|Sometimes
escala__cape42__item_18__answer_2|False||Español|Frequently
escala__cape42__item_18__answer_3|False||Español|Forever
escala__cape42__item_19__answer_0|False||Español|Never
escala__cape42__item_19__answer_1|False||Español|Sometimes
escala__cape42__item_19__answer_2|False||Español|Frequently
escala__cape42__item_19__answer_3|False||Español|Forever
escala__cape42__item_20__answer_0|False||Español|Never
escala__cape42__item_20__answer_1|False||Español|Sometimes
escala__cape42__item_20__answer_2|False||Español|Frequently
escala__cape42__item_20__answer_3|False||Español|Forever
escala__cape42__item_21__answer_0|False||Español|Never
escala__cape42__item_21__answer_1|False||Español|Sometimes
escala__cape42__item_21__answer_2|False||Español|Frequently
escala__cape42__item_21__answer_3|False||Español|Forever
escala__cape42__item_22__answer_0|False||Español|Never
escala__cape42__item_22__answer_1|False||Español|Sometimes
escala__cape42__item_22__answer_2|False||Español|Frequently
escala__cape42__item_22__answer_3|False||Español|Forever
escala__cape42__item_23__answer_0|False||Español|Never
escala__cape42__item_23__answer_1|False||Español|Sometimes
escala__cape42__item_23__answer_2|False||Español|Frequently
escala__cape42__item_23__answer_3|False||Español|Forever
escala__cape42__item_24__answer_0|False||Español|Never
escala__cape42__item_24__answer_1|False||Español|Sometimes
escala__cape42__item_24__answer_2|False||Español|Frequently
escala__cape42__item_24__answer_3|False||Español|Forever
escala__cape42__item_25__answer_0|False||Español|Never
escala__cape42__item_25__answer_1|False||Español|Sometimes
escala__cape42__item_25__answer_2|False||Español|Frequently
escala__cape42__item_25__answer_3|False||Español|Forever
escala__cape42__item_26__answer_0|False||Español|Never
escala__cape42__item_26__answer_1|False||Español|Sometimes
escala__cape42__item_26__answer_2|False||Español|Frequently
escala__cape42__item_26__answer_3|False||Español|Forever
escala__cape42__item_27__answer_0|False||Español|Never
escala__cape42__item_27__answer_1|False||Español|Sometimes
escala__cape42__item_27__answer_2|False||Español|Frequently
escala__cape42__item_27__answer_3|False||Español|Forever
escala__cape42__item_28__answer_0|False||Español|Never
escala__cape42__item_28__answer_1|False||Español|Sometimes
escala__cape42__item_28__answer_2|False||Español|Frequently
escala__cape42__item_28__answer_3|False||Español|Forever
escala__cape42__item_29__answer_0|False||Español|Never
escala__cape42__item_29__answer_1|False||Español|Sometimes
escala__cape42__item_29__answer_2|False||Español|Frequently
escala__cape42__item_29__answer_3|False||Español|Forever
escala__cape42__item_30__answer_0|False||Español|Never
escala__cape42__item_30__answer_1|False||Español|Sometimes
escala__cape42__item_30__answer_2|False||Español|Frequently
escala__cape42__item_30__answer_3|False||Español|Forever
escala__cape42__item_31__answer_0|False||Español|Never
escala__cape42__item_31__answer_1|False||Español|Sometimes
escala__cape42__item_31__answer_2|False||Español|Frequently
escala__cape42__item_31__answer_3|False||Español|Forever
escala__cape42__item_32__answer_0|False||Español|Never
escala__cape42__item_32__answer_1|False||Español|Sometimes
escala__cape42__item_32__answer_2|False||Español|Frequently
escala__cape42__item_32__answer_3|False||Español|Forever
escala__cape42__item_33__answer_0|False||Español|Never
escala__cape42__item_33__answer_1|False||Español|Sometimes
escala__cape42__item_33__answer_2|False||Español|Frequently
escala__cape42__item_33__answer_3|False||Español|Forever
escala__cape42__item_34__answer_0|False||Español|Never
escala__cape42__item_34__answer_1|False||Español|Sometimes
escala__cape42__item_34__answer_2|False||Español|Frequently
escala__cape42__item_34__answer_3|False||Español|Forever
escala__cape42__item_35__answer_0|False||Español|Never
common__patient_form__error__user_email_already_exists|False||Español|There is already a user with this email
common__patient_form__error__user_mobile_phone_already_exists|False||Español|There is already a user with this phone number to which you want to change
escala__cape42__item_35__answer_1|False||Español|Sometimes
common__patient_form__error__mobile_phone_to_short|False||Español|The number is too short
common__patient_form__error__missing_country_code|False||Español|Please choose the phone&#39;s country flag first and then enter the number
doctors_manager__form__fields__labels__is_from_actipulse|False||Español|Actipulse doctor
home__form__server_error|False||Español|Error loading patient
protocol_result__feature_extraction__feature_category__speech_intensive__words_per_minute__name|False||Español|Speed of speech
protocol_result__feature_extraction__feature_category__speech_intensive__words_per_minute__short_explanation|False||Español|The values expressed in words per minute indicate the speed with which the patient speaks. Very high values suddenly could be associated with manic episodes
protocol_result__feature_extraction__feature_category__speech_intensive__words_per_minute__large_explanation|False||Español|This metric measured in words per minute quantifies the speed of the patients&#39; speech.</br> Several studies show that psychotic states due to schizophrenia or manic states of bipolarity could increase the speed of speech. Also anxiety states could alter this metric.
protocol_result__feature_extraction__feature_category__speech_intensive__words_per_minute__references|False||Español|<ul><li>Tan, EJ, Thomas, N., &amp; Rossell, SL (2014). Speech disturbances and quality of life in schizophrenia: Differential impacts on functioning and life satisfaction. Comprehensive psychiatry, 55 (3), 693-698.</li><li> Dunayevich, E., &amp; Keck, PE (2000). Prevalence and description of psychotic features in bipolar mania. Current psychiatry reports, 2 (4), 286-290.</li><li> DelBello, MP (2018). A risk calculator for bipolar disorder in youth: improving the odds for personalized prevention and early intervention ?. Journal of the American Academy of Child and Adolescent Psychiatry, 57 (10), 725-727.</li></ul>
protocol_result__feature_extraction__feature_category__speech_intensive__silence_median_duration__name|False||Español|Duration of silences
protocol_result__feature_extraction__feature_category__speech_intensive__silence_median_duration__short_explanation|False||Español|The median duration of silences. Longer silences could be associated with pathologies such as depression and schizophrenia. Sudden shorter silences could be associated with hypomanic episodes
protocol_result__feature_extraction__feature_category__speech_intensive__silence_median_duration__large_explanation|False||Español|<p>Various studies have shown that silences between expressions can be useful to characterize pathologies. In particular, some studies show that patients with schizophrenia show higher values in the duration of silences as well as in the number of silences. Also this effect occurs for patients with depression.</p>
protocol_result__feature_extraction__feature_category__speech_intensive__silence_median_duration__references|False||Español|<ul><li>Rapcan, V., D&#39;Arcy, S., Yeap, S., Afzal, N., Thakore, J., &amp; Reilly, RB (2010). Acoustic and temporal analysis of speech: A potential biomarker for schizophrenia. Medical engineering &amp; physics, 32 (9), 1074-1079.</li><li> Alpert, M., Pouget, ER, &amp; Silva, RR (2001). Reflections of depression in acoustic measures of the patient&#39;s speech. Journal of affective disorders, 66 (1), 59-69.</li><li> Clemmer, EJ. Psycholinguistic aspects of pauses and temporal patterns in schizophrenic speech. Journal of Psycholinguistic Research, 9 (2), 161-185.</li></ul>
protocol_result__feature_extraction__feature_category__speech_intensive__n_words_per_silence__name|False||Español|Words for every silence
protocol_result__feature_extraction__feature_category__speech_intensive__n_words_per_silence__short_explanation|False||Español|A greater number of silences per word could be associated with pathologies such as schizophrenia or depression. Fewer silences could be associated with hypomanic episodes.
protocol_result__feature_extraction__feature_category__speech_intensive__n_words_per_silence__large_explanation|False||Español|<p>The number of silences per word is a way to control how the silence times are distributed in the speech. A greater number of silences could be associated with pathologies such as schizophrenia or depression. Fewer silences could be associated with hypomanic episodes.</p>
protocol_result__feature_extraction__feature_category__speech_intensive__n_words_per_silence__references|False||Español|<ul><li>Rapcan, V., D&#39;Arcy, S., Yeap, S., Afzal, N., Thakore, J., &amp; Reilly, RB (2010). Acoustic and temporal analysis of speech: A potential biomarker for schizophrenia. Medical engineering &amp; physics, 32 (9), 1074-1079.</li><li> Alpert, M., Pouget, ER, &amp; Silva, RR (2001). Reflections of depression in acoustic measures of the patient&#39;s speech. Journal of affective disorders, 66 (1), 59-69.</li><li> Clemmer, EJ. Psycholinguistic aspects of pauses and temporal patterns in schizophrenic speech. Journal of Psycholinguistic Research, 9 (2), 161-185.</li></ul>
protocol_result__feature_extraction__feature_category__sentiment__title|False||Español|EMOTIONAL TONE
protocol_result__feature_extraction__feature_category__sentiment__subtitle|False||Español|Analysis of the patient&#39;s attitude when recording the story according to the positivity, negativity or neutrality of the speech
protocol_result__feature_extraction__feature_category__sentiment__score__name|False||Español|Emotional Valencia
protocol_result__feature_extraction__feature_category__sentiment__score__short_explanation|False||Español|Values close to -1 express negativity, 0 neutrality and 1 positivity. Some works associate negative values of expressiveness with depressive pictures.
protocol_result__feature_extraction__feature_category__sentiment__score__large_explanation|False||Español|<p>Emotional valence is a measure that quantifies the emotionality of the story. Going from stories with a negative evaluation (value -1), through stories with a neutral evaluation (value 0) and stories with a positive evaluation (value 1). Some works associate negative values of expressiveness with depressive pictures. Other work uses emotional valence to predict whether or not participants will respond to treatment</p>
protocol_result__feature_extraction__feature_category__sentiment__score__references|False||Español|<ul><li>Denny, EB, &amp; Hunt, RR (1992). Affective valence and memory in depression: dissociation of recall and fragment completion. Journal of Abnormal Psychology, 101 (3), 575.</li><li> Carrillo, F., Sigman, M., Slezak, DF, Ashton, P., Fitzgerald, L., Stroud, J., ... &amp; Carhart-Harris, RL (2018). Natural speech algorithm applied to baseline interview data can predict which patients will respond to psilocybin for treatment-resistant depression. Journal of affective disorders, 230, 84-86.</li></ul>
protocol_result__feature_extraction__feature_category__sentiment__magnitude__name|False||Español|Emotional magnitude
protocol_result__feature_extraction__feature_category__sentiment__magnitude__short_explanation|False||Español|Values close to 0 express zero emotionality, higher values express more emotionality.
protocol_result__feature_extraction__feature_category__sentiment__magnitude__large_explanation|False||Español|<p>The emotional magnitude provides information regarding how much emotional content a story has regardless of its valence.</br> Stories with no emotional expression have a neutral valence (value 0) as do stories that express a lot of positive and negative emotionality. To correct this, this measure is used because in these examples, the story with no emotional expression has 0 magnitude while the other, with zero emotional valence but with a lot of positive and negative expression, has a high emotional magnitude value.</p>
protocol_result__feature_extraction__feature_category__sentiment__magnitude__references|False||Español|<ul><li>Denny, EB, &amp; Hunt, RR (1992). Affective valence and memory in depression: dissociation of recall and fragment completion. Journal of Abnormal Psychology, 101 (3), 575.</li><li> Carrillo, F., Sigman, M., Slezak, DF, Ashton, P., Fitzgerald, L., Stroud, J., ... &amp; Carhart-Harris, RL (2018). Natural speech algorithm applied to baseline interview data can predict which patients will respond to psilocybin for treatment-resistant depression. Journal of affective disorders, 230, 84-86.</li></ul>
protocol_result__feature_extraction__feature_category__complexity__flesch_reading_ease__name|False||Español|Clarity of the story
protocol_result__feature_extraction__feature_category__complexity__flesch_reading_ease__short_explanation|False||Español|The clarity of the story measures how simple the structure of the story is. The easy-to-interpret stories have values close to 100 (up to 130) while the confusing stories are close to 0 and even take negative values.
doctors_manager__form__fields__placeholders__first_name|False||Español|Name
protocol_result__feature_extraction__feature_category__complexity__flesch_reading_ease__large_explanation|False||Español|<p>The clarity of the story measures how simple its structure is, taking into account the number of words per sentence, the length of the words, the number of syllables, etc. This measure ranges from minus infinity to 130. The easy-to-interpret stories have values close to 100 while the complex and confusing ones close to 0 and even take negative values.</br> Different works relate the clarity of thought is affected in different with pathologies. For example, there is some evidence that in the onset of psychosis due to schizophrenia, language deteriorates, generating productions that are more confusing and difficult to interpret.</p>
commons__invite_to_app__server_response__already_sent_today__buttons__cancel|False||Español|No, cancel
commons__invite_to_app__already_registered_confirm__title|False||Español|The patient has already registered in Sigmind
commons__invite_to_app__already_registered_confirm__body|False||Español|Send the invitation by e-mail again?
commons__invite_to_app__already_registered_confirm__buttons__confirmation|False||Español|Yes, send
commons__invite_to_app__already_registered_confirm__buttons__cancel|False||Español|No, cancel
commons__invite_to_app__send_invite_after_update_app_info|False||Español|The invitation is being sent for the patient to register in the application
commons__add_appointment__title|False||Español|Schedule a new appointment
commons__add_appointment__body__patient|False||Español|Patient
commons__add_appointment__body__datetime|False||Español|Date and Time
commons__add_appointment__body__no_patients|False||Español|You do not have any registered patients yet, please register a patient from the form found on the home page.
commons__add_appointment__buttons__create|False||Español|Schedule
commons__add_appointment__buttons__cancel|False||Español|Cancel
commons__add_appointment__toats__success|False||Español|The appointment was scheduled correctly
commons__add_appointment__toats__error|False||Español|There was an error, the appointment was not scheduled
commons__patient__header__lab_box__title|False||Español|Mind Laboratory
commons__patient__header__lab_box__subtitle|False||Español|Submit clinical scales and view speech metrics.
commons__patient__header__lab_box__button|False||Español|Enter the laboratory
commons__patient__header__menu__edit_patient|False||Español|Personal information
commons__patient__header__menu__invite_to_app|False||Español|Invite to app
commons__patient__header__menu__archive_patient__title|False||Español|Archive patient
commons__patient__header__menu__archive_patient__text|False||Español|<p>When archiving a patient, it will be disabled for all use, this includes:</p><ul><li> The patient will no longer appear in the patient list.</li><li> You will no longer be able to access the patient&#39;s medical record.</li><li> You will no longer be able to see the patient scales and protocols.</li><li> Patient events will not appear on the calendar.</li></ul><p> Either way, all archived patients can be unarchived from the list of archived patients on the home page.<p>
commons__patient__header__menu__archive_patient__buttons__open|False||Español|Archive patient
commons__patient__header__menu__archive_patient__buttons__cancel|False||Español|Cancel
commons__patient__header__menu__archive_patient__buttons__confirm|False||Español|Archive patient
commons__patient__header__menu__escala_request__buton|False||Español|Indicate clinical scale
commons__patient__header__menu__escala_request__success|False||Español|The scale {scale_name} was indicated correctly
commons__patient__header__menu__escala_request__quota_ran_out|False||Español|(quota exhausted until {date})
commons__patient__header__menu__escala_request__escala_labels__cape42|False||Español|Cape 42
commons__patient__header__menu__escala_request__escala_labels__beck_bdi2|False||Español|Beck BDI 2
commons__patient__header__menu__escala_request__escala_labels__phq9|False||Español|PHQ-9
commons__patient__header__menu__escala_request__escala_labels__phq9-ar|False||Español|PHQ-9 AR
commons__patient__header__menu__escala_request__escala_labels__phq9-mx|False||Español|PHQ-9 MX
commons__patient__header__menu__escala_request__escala_labels__k10|False||Español|K10
commons__patient__header__menu__escala_request__escala_labels__gad7|False||Español|GAD-7
commons__patient__header__menu__escala_request__escala_description__cape42|False||Español|It measures positive and negative psychotic symptoms and depressive symptoms in two dimensions: their frequency and the degree of discomfort that the experience produces.
commons__patient__header__menu__escala_request__escala_description__beck_bdi2|False||Español|Evaluates the severity of depressive symptoms in adults and adolescents
commons__patient__header__menu__escala_request__escala_description__phq9|False||Español|Evaluates the presence of depressive symptoms in the last 2 weeks
commons__patient__header__menu__escala_request__escala_description__phq9-ar|False||Español|Evaluates the presence of depressive symptoms in the last 2 weeks
commons__patient__header__menu__escala_request__escala_description__phq9-mx|False||Español|Evaluates the presence of depressive symptoms in the last 2 weeks
commons__patient__header__menu__escala_request__escala_description__k10|False||Español|Evaluates the risk of presenting non-specific psychological distress (symptoms of anxiety or depression) in the last month
commons__patient__header__menu__escala_request__escala_description__gad7|False||Español|Assess the presence of generalized anxiety symptoms in the past 2 weeks
commons__patient__header__menu__escala_request__escala_more_description__cape42|False||Español|<p>The questionnaire was designed to investigate psychotic experiences throughout life in the general population. For this scale, no cut-off points were defined that determine the presence of psychosis because it was thought based on symptomatic dimensions, and not in relation to categorical diagnoses.</p>
commons__patient__header__menu__escala_request__escala_more_description__beck_bdi2|False||Español|
commons__patient__header__menu__escala_request__escala_more_description__phq9|False||Español|<p>The symptoms evaluated correspond to the <b>DSM-IV criteria. <b>This instrument helps to <b>diagnose depression, determine the severity of the disorder,</b> and monitor treatment.</b></b></p><p> It consists of 9 items that can be <b>scored between 0 and 3 according to the frequency with which the symptoms occurred.</b></p>
commons__patient__header__menu__escala_request__escala_more_description__phq9-ar|False||Español|<p>The symptoms evaluated correspond to the <b>DSM-IV criteria. <b>This instrument helps to <b>diagnose depression, determine the severity of the disorder,</b> and monitor treatment.</b></b></p><p> It consists of 9 items that can be <b>scored between 0 and 3 according to the frequency with which the symptoms occurred.</b></p>
commons__patient__header__menu__escala_request__escala_more_description__phq9-mx|False||Español|<p>The symptoms evaluated correspond to the <b>DSM-IV criteria. <b>This instrument helps to <b>diagnose depression, determine the severity of the disorder,</b> and monitor treatment.</b></b></p><p> It consists of 9 items that can be <b>scored between 0 and 3 according to the frequency with which the symptoms occurred.</b></p>
commons__patient__header__menu__escala_request__escala_more_description__k10|False||Español|<p>Investigate a range of symptoms linked to depression and anxiety. <b>The total score on the scale can indicate the risk of suffering psychological distress but does not specify whether it is one or the other disorder.</b></p><p> It consists of <b>10 items with a five-point Likert-type response format</b> : always, many times, sometimes, a few times and never</p>
commons__patient__header__menu__escala_request__escala_more_description__gad7|False||Español|<p>It allows you to <b>quickly detect the presence of a clinically significant anxiety disorder.</b></p><p> It consists of 7 items that are scored between 0 and 3 according to the frequency with which the symptoms occurred</p>
commons__patient__header__menu__export__title|False||Español|Export clinical history
commons__patient__header__menu__export__button|False||Español|Export medical record
commons__patient__header__menu__export__copy_to_clipboard|False||Español|Copy to clipboard
commons__patient__header__menu__export__not_saved_data|False||Español|There is UNSAVED data that will not be copied to the clipboard
commons__patient__header__nav__add_appointment_button|False||Español|Schedule Appointment
commons__sitemap__home|False||Español|BEGINNING
commons__sitemap__calendar|False||Español|SCHEDULE
commons__sitemap__doctor_manager|False||Español|MANAGE DOCTORS
commons__sitemap__clinical_history|False||Español|MEDICAL HISTORY
commons__sitemap__edit_patient|False||Español|EDIT PATIENT
commons__sitemap__brain_lab|False||Español|LABORATORY OF THE MIND
